1	118
1	2478
2	586
2	949
3	1085
3	2835
4	1192
4	2897
5	597
5	2445
6	2260
6	2571
7	62
7	2461
8	1652
8	2796
9	1343
9	1877
10	829
10	2290
11	151
11	793
12	2036
12	2293
13	17
13	1213
14	129
14	1815
15	1320
15	1703
16	2607
16	2745
17	13
17	2690
18	2351
18	2970
19	1228
19	2374
20	140
20	938
21	67
21	2215
22	2706
22	2710
23	388
23	2197
24	2183
24	2599
25	1946
25	2018
26	2017
26	2946
27	2653
27	2723
28	471
28	1734
29	2530
29	2996
30	2251
30	2980
31	1402
31	2869
32	2482
32	2717
33	514
33	2483
34	2217
34	2953
35	593
35	814
36	2048
36	2776
37	972
37	2759
38	2530
38	2668
39	239
39	1631
40	2002
40	2761
41	42
41	1106
42	41
42	1695
43	717
43	2428
44	573
44	1142
45	2612
45	2853
46	233
46	1693
47	1464
47	2086
48	1430
48	1840
49	1041
49	1796
50	647
50	849
51	432
51	895
52	956
52	2356
53	2477
53	2686
54	2418
54	2602
55	1110
55	2795
56	638
56	1886
57	644
57	962
58	907
58	2762
59	1962
59	2393
60	1159
60	1168
61	1883
61	2474
62	7
62	551
63	2184
63	2335
64	1332
64	2049
65	2316
65	2976
66	516
66	1195
67	21
67	2553
68	1559
68	1945
69	1084
69	2856
70	934
70	1739
71	124
71	489
72	744
72	2967
73	2591
73	2834
74	1375
74	2836
75	2667
75	2973
76	2530
76	2942
77	1601
77	1845
78	1038
78	2781
79	982
79	2137
80	458
80	706
81	2420
81	2761
82	2076
82	2390
83	538
83	1058
84	1273
84	1543
85	95
85	2252
86	272
86	1963
87	1352
87	2316
88	1533
88	1575
89	1987
89	2880
90	2193
90	2881
91	1121
91	2961
92	2771
92	2907
93	952
93	1632
94	309
94	2828
95	85
95	2608
96	804
96	2301
97	2761
97	2925
98	1562
98	2178
99	499
99	2994
100	1757
100	1885
101	1064
101	2808
102	2391
102	2944
103	1086
103	1820
104	2682
104	2894
105	1723
105	2449
106	661
106	2321
107	977
107	2962
108	1131
108	1157
109	1944
109	2555
110	2271
110	2307
111	1736
111	2873
112	114
112	2736
113	1251
113	2131
114	112
114	597
115	727
115	2996
116	808
116	2446
117	2720
117	2750
118	1
118	2276
119	2648
119	2771
120	154
120	275
121	1684
121	2488
122	653
122	1685
123	2115
123	2559
124	71
124	2554
125	1281
125	2969
126	1398
126	2753
127	1924
127	2374
128	522
128	1104
129	14
129	1061
130	318
130	1473
131	803
131	2100
132	2059
132	2877
133	1460
133	2040
134	211
134	2115
135	321
135	2425
136	2327
136	2619
137	2804
137	2809
138	900
138	1177
139	340
139	1837
140	20
140	2156
141	2426
141	2434
142	2188
142	2802
143	1311
143	2766
144	637
144	2537
145	543
145	1586
146	1719
146	2387
147	1230
147	1929
148	791
148	1226
149	2567
149	2754
150	155
150	2628
151	11
151	1670
152	1711
152	1896
153	1537
153	1589
154	120
154	1443
155	150
155	2479
156	1540
156	2317
157	1938
157	2248
158	591
158	1740
159	554
159	873
160	820
160	1671
161	722
161	1628
162	838
162	1150
163	1867
163	1919
164	1706
164	1966
165	898
165	1262
166	2252
166	2798
167	695
167	1953
168	1340
168	2012
169	2011
169	2044
170	1660
170	2963
171	701
171	2097
172	1528
172	1782
173	1689
173	2670
174	903
174	2616
175	716
175	2543
176	1827
176	2983
177	890
177	1449
178	669
178	2849
179	599
179	2998
180	1078
180	2949
181	2516
181	2852
182	2813
182	2949
183	1070
183	2116
184	854
184	1738
185	941
185	1849
186	1862
186	2861
187	2381
187	2615
188	1567
188	2638
189	1721
189	2642
190	427
190	921
191	1755
191	2954
192	254
192	2587
193	2555
193	2883
194	917
194	1810
195	1807
195	2696
196	328
196	1085
197	509
197	1967
198	199
198	1244
199	198
199	1898
200	571
200	698
201	330
201	1706
202	658
202	1992
203	2195
203	2955
204	572
204	2378
205	1011
205	2653
206	610
206	992
207	636
207	2815
208	807
208	1389
209	410
209	660
210	1850
210	2390
211	134
211	415
212	1407
212	1503
213	1306
213	1894
214	779
214	1641
215	1450
215	2982
216	1770
216	2347
217	1408
217	1682
218	635
218	1882
219	1050
219	2107
220	245
220	1862
221	2176
221	2858
222	2550
222	2920
223	2770
223	2991
224	2444
224	2741
225	227
225	258
226	2054
226	2344
227	225
227	926
228	229
228	2350
229	228
229	1891
230	2943
230	2984
231	1143
231	2417
232	953
232	2490
233	46
233	2266
234	1325
234	2129
235	276
235	2009
236	237
236	1386
237	236
237	1919
238	576
238	817
239	39
239	1398
240	365
240	798
241	243
241	1519
242	426
242	2010
243	241
243	1079
244	300
244	1960
245	220
245	1542
246	1819
246	2958
247	619
247	998
248	2414
248	2424
249	1780
249	1916
250	1260
250	2112
251	1957
251	2117
252	1947
252	2122
253	769
253	2243
254	192
254	1348
255	2682
255	2978
256	1204
256	1995
257	742
257	2866
258	225
258	2527
259	520
259	2583
260	1361
260	2821
261	1823
261	1848
262	387
262	2303
263	1299
263	2854
264	347
264	672
265	574
265	2941
266	1684
266	2179
267	1420
267	1471
268	1758
268	2314
269	1678
269	2547
270	866
270	1920
271	283
271	2392
272	86
272	1833
273	2511
273	2686
274	1276
274	2032
275	120
275	877
276	235
276	2929
277	841
277	1082
278	1767
278	2249
279	299
279	914
280	496
280	2169
281	1381
281	1603
282	1956
282	2900
283	271
283	1571
284	1059
284	2948
285	1526
285	2073
286	408
286	2531
287	1832
287	2861
288	2063
288	2482
289	591
289	2123
290	1756
290	2585
291	474
291	537
292	2044
292	2528
293	1483
293	1887
294	1126
294	1353
295	872
295	1968
296	297
296	1539
297	296
297	1780
298	300
298	775
299	279
299	2352
300	244
300	298
301	2357
301	2997
302	2052
302	2968
303	367
303	673
304	1885
304	2402
305	2128
305	2778
306	477
306	776
307	2212
307	2874
308	1878
308	1893
309	94
309	2244
310	2620
310	2877
311	359
311	1985
312	2490
312	2737
313	544
313	2707
314	870
314	1235
315	2677
315	2958
316	1958
316	2462
317	1836
317	2862
318	130
318	1385
319	356
319	1006
320	434
320	542
321	135
321	1048
322	2457
322	2572
323	1710
323	1857
324	2878
324	2916
325	2465
325	2529
326	416
326	1770
327	2644
327	2657
328	196
328	1291
329	2797
329	2825
330	201
330	331
331	330
331	1358
332	1239
332	1648
333	1413
333	1915
334	543
334	720
335	778
335	2817
336	399
336	1576
337	679
337	2820
338	682
338	1895
339	1303
339	2574
340	139
340	429
341	1291
341	2331
342	1940
342	2492
343	1688
343	2491
344	1190
344	2155
345	2681
345	2851
346	1478
346	2179
347	264
347	2627
348	366
348	1970
349	422
349	1248
350	1039
350	1371
351	458
351	2366
352	2378
352	2661
353	1481
353	2752
354	1933
354	1975
355	2138
355	2825
356	319
356	1253
357	1429
357	1732
358	579
358	1545
359	311
359	504
360	470
360	2423
361	2435
361	2527
362	363
362	1372
363	362
363	2906
364	764
364	1165
365	240
365	366
366	348
366	365
367	303
367	2298
368	913
368	2797
369	2447
369	2666
370	681
370	1620
371	569
371	1760
372	373
372	2688
373	372
373	1698
374	2419
374	2558
375	2083
375	2800
376	832
376	2876
377	2645
377	2917
378	1317
378	1447
379	594
379	2699
380	652
380	1597
381	1766
381	2897
382	1198
382	1716
383	1005
383	2959
384	385
384	2544
385	384
385	2342
386	387
386	1817
387	262
387	386
388	23
388	2767
389	510
389	1186
390	789
390	1284
391	2570
391	2983
392	831
392	1785
393	1247
393	2345
394	1343
394	2910
395	1482
395	2388
396	1268
396	2233
397	1714
397	1976
398	1082
398	1740
399	336
399	2241
400	686
400	1152
401	693
401	2789
402	735
402	1775
403	1754
403	2821
404	851
404	2835
405	966
405	1320
406	2216
406	2855
407	859
407	1468
408	286
408	1362
409	1689
409	2027
410	209
410	770
411	977
411	1105
412	1659
412	2184
413	747
413	1264
414	2216
414	2557
415	211
415	1788
416	326
416	2021
417	2662
417	2947
418	2256
418	2274
419	2338
419	2940
420	656
420	2092
421	1758
421	2862
422	349
422	2311
423	938
423	2902
424	1218
424	2543
425	1974
425	2345
426	242
426	914
427	190
427	2132
428	1077
428	1477
429	340
429	2541
430	431
430	1810
431	430
431	1121
432	51
432	2837
433	863
433	2339
434	320
434	1335
435	1383
435	2268
436	2394
436	2467
437	1086
437	2126
438	2410
438	2513
439	440
439	2703
440	439
440	805
441	1765
441	2915
442	546
442	963
443	2392
443	2884
444	1340
444	2843
445	2106
445	2460
446	447
446	493
447	446
447	2420
448	621
448	1071
449	2146
449	2226
450	1925
450	2790
451	2141
451	2653
452	2028
452	2453
453	1565
453	2421
454	920
454	1331
455	1232
455	2447
456	2070
456	2586
457	955
457	1992
458	80
458	351
459	1947
459	2616
460	874
460	2642
461	2101
461	2242
462	1267
462	2440
463	537
463	2575
464	1986
464	2132
465	2476
465	2654
466	2056
466	2133
467	1807
467	2315
468	691
468	869
469	1187
469	2637
470	360
470	2061
471	28
471	2766
472	1866
472	2945
473	1059
473	2142
474	291
474	1955
475	687
475	1672
476	1948
476	2201
477	306
477	657
478	2129
478	2624
479	1067
479	2431
480	1853
480	2527
481	1792
481	2081
482	2154
482	2161
483	1864
483	2757
484	1888
484	2867
485	2061
485	2412
486	845
486	1365
487	488
487	1648
488	487
488	2968
489	71
489	549
490	532
490	2894
491	1746
491	2999
492	2000
492	2219
493	446
493	960
494	2431
494	2838
495	1642
495	2324
496	280
496	2409
497	498
497	503
498	497
498	2611
499	99
499	2082
500	1468
500	1523
501	1609
501	1694
502	1889
502	2512
503	497
503	2938
504	359
504	2114
505	559
505	1718
506	2171
506	2416
507	1116
507	2839
508	1981
508	2433
509	197
509	1889
510	389
510	725
511	2636
511	2826
512	517
512	2635
513	1198
513	2006
514	33
514	1937
515	1846
515	2952
516	66
516	2809
517	512
517	1094
518	2097
518	2943
519	1136
519	2956
520	259
520	625
521	559
521	746
522	128
522	566
523	524
523	2237
524	523
524	852
525	1858
525	2115
526	646
526	1921
527	552
527	2840
528	1482
528	2915
529	1731
529	2113
530	1527
530	2005
531	846
531	1765
532	490
532	2992
533	2766
533	2776
534	1813
534	2765
535	2135
535	2966
536	1875
536	2345
537	291
537	463
538	83
538	2080
539	2829
539	2962
540	2874
540	2888
541	987
541	2591
542	320
542	2286
543	145
543	334
544	313
544	1693
545	2472
545	2983
546	442
546	1894
547	2668
547	2935
548	1908
548	2952
549	489
549	1887
550	825
550	2443
551	62
551	1515
552	527
552	807
553	554
553	2103
554	159
554	553
555	2190
555	2445
556	1585
556	2066
557	2155
557	2915
558	1990
558	2538
559	505
559	521
560	1422
560	2467
561	1752
561	2996
562	880
562	2853
563	1221
563	1712
564	2651
564	2828
565	2196
565	2687
566	522
566	2553
567	1027
567	2524
568	605
568	2787
569	371
569	1002
570	1263
570	2861
571	200
571	698
572	204
572	2066
573	44
573	1335
574	265
574	2059
575	1405
575	2296
576	238
576	1452
577	1737
577	2146
578	1128
578	2780
579	358
579	2457
580	1707
580	2773
581	1010
581	2918
582	1836
582	2362
583	1599
583	2261
584	1414
584	2052
585	1119
585	2889
586	2
586	1851
587	2014
587	2551
588	2708
588	2751
589	1696
589	2951
590	628
590	2713
591	158
591	289
592	2658
592	2823
593	35
593	1047
594	379
594	2016
595	1892
595	2327
596	1729
596	2864
597	5
597	114
598	1465
598	1600
599	179
599	2400
600	906
600	1899
601	1777
601	2519
602	1379
602	2946
603	2056
603	2326
604	1787
604	2604
605	568
605	932
606	1073
606	2153
607	1535
607	2042
608	710
608	2018
609	2223
609	2449
610	206
610	2039
611	1952
611	2600
612	1339
612	2601
613	1350
613	2496
614	615
614	2321
615	614
615	1561
616	2348
616	2960
617	1404
617	2417
618	2001
618	2841
619	247
619	1361
620	1901
620	2921
621	448
621	712
622	623
622	2689
623	622
623	2283
624	1316
624	2077
625	520
625	2433
626	2221
626	2415
627	1003
627	1791
628	590
628	2034
629	1954
629	2652
630	798
630	1679
631	2042
631	2381
632	1756
632	2043
633	2447
633	2925
634	2480
634	2982
635	218
635	1902
636	207
636	2876
637	144
637	2691
638	56
638	1858
639	1282
639	2664
640	1261
640	2465
641	797
641	1801
642	1548
642	1784
643	1670
643	2575
644	57
644	873
645	2015
645	2535
646	526
646	1804
647	50
647	1355
648	1031
648	2106
649	694
649	1950
650	699
650	928
651	754
651	1111
652	380
652	2728
653	122
653	2478
654	1227
654	1623
655	1708
655	2126
656	420
656	1812
657	477
657	1289
658	202
658	1574
659	758
659	1844
660	209
660	1392
661	106
661	2774
662	752
662	2782
663	2127
663	2935
664	2320
664	2993
665	1134
665	1522
666	737
666	2793
667	1998
667	2813
668	1902
668	2693
669	178
669	2123
670	2850
670	2996
671	2539
671	2913
672	264
672	2711
673	303
673	2247
674	816
674	1925
675	827
675	2654
676	1422
676	2532
677	997
677	2953
678	1835
678	2911
679	337
679	2508
680	1618
680	2144
681	370
681	2034
682	338
682	2427
683	2188
683	2942
684	1725
684	2068
685	2082
685	2557
686	400
686	2286
687	475
687	2969
688	2512
688	2980
689	2659
689	2956
690	2243
690	2463
691	468
691	1574
692	2279
692	2608
693	401
693	1433
694	649
694	1141
695	167
695	2964
696	1213
696	1636
697	2921
697	2944
698	200
698	571
699	650
699	2900
700	719
700	2803
701	171
701	2473
702	2109
702	2304
703	1990
703	2305
704	1974
704	2180
705	983
705	2570
706	80
706	1355
707	1427
707	1748
708	2629
708	2676
709	1490
709	2661
710	608
710	2861
711	839
711	1312
712	621
712	2731
713	2210
713	2753
714	1794
714	2022
715	997
715	1595
716	175
716	2780
717	43
717	1130
718	888
718	2353
719	700
719	1700
720	334
720	2034
721	1409
721	1832
722	161
722	2033
723	2465
723	2695
724	828
724	2444
725	510
725	1854
726	899
726	2919
727	115
727	2611
728	922
728	1099
729	955
729	2896
730	2822
730	2927
731	2230
731	2819
732	1009
732	1802
733	850
733	2760
734	1510
734	2934
735	402
735	2422
736	1564
736	2824
737	666
737	2746
738	1181
738	2276
739	740
739	2887
740	739
740	2520
741	1587
741	2771
742	257
742	878
743	1592
743	2930
744	72
744	2497
745	2281
745	2767
746	521
746	2855
747	413
747	1408
748	1664
748	2222
749	2094
749	2103
750	2320
750	2528
751	2662
751	2872
752	662
752	1668
753	1139
753	2709
754	651
754	1250
755	2188
755	2957
756	1426
756	1556
757	1991
757	2702
758	659
758	1717
759	1996
759	2873
760	1001
760	2919
761	1219
761	2677
762	2030
762	2479
763	1276
763	2359
764	364
764	1424
765	1741
765	2796
766	2297
766	2622
767	1783
767	2292
768	2568
768	2651
769	253
769	2765
770	410
770	2125
771	2730
771	2788
772	1324
772	1756
773	1290
773	2177
774	2398
774	2409
775	298
775	2982
776	306
776	1134
777	2237
777	2487
778	335
778	1426
779	214
779	2674
780	2466
780	2932
781	1349
781	2938
782	2341
782	2888
783	1642
783	2887
784	1072
784	1329
785	1553
785	2567
786	1330
786	2306
787	788
787	2189
788	787
788	2517
789	390
789	2556
790	1442
790	2170
791	148
791	2918
792	2762
792	2788
793	11
793	2110
794	2308
794	2967
795	2531
795	2645
796	1650
796	1978
797	641
797	1513
798	240
798	630
799	2601
799	2828
800	1437
800	2828
801	1252
801	2240
802	1890
802	2207
803	131
803	1626
804	96
804	2156
805	440
805	1123
806	1550
806	2288
807	208
807	552
808	116
808	1927
809	2213
809	2290
810	1658
810	1935
811	2610
811	2930
812	1849
812	2154
813	835
813	2361
814	35
814	1430
815	2405
815	2422
816	674
816	2758
817	238
817	1241
818	819
818	2111
819	818
819	1469
820	160
820	1292
821	1479
821	1834
822	2354
822	2397
823	2163
823	2800
824	1769
824	2973
825	550
825	966
826	1884
826	2475
827	675
827	2148
828	724
828	1099
829	10
829	2842
830	1004
830	2693
831	392
831	2959
832	376
832	2509
833	1680
833	1809
834	2064
834	2532
835	813
835	2448
836	1387
836	1493
837	1243
837	2539
838	162
838	1859
839	711
839	1104
840	1971
840	2991
841	277
841	2153
842	1567
842	2407
843	1901
843	2181
844	2272
844	2625
845	486
845	1579
846	531
846	2435
847	2716
847	2874
848	2645
848	2791
849	50
849	2075
850	733
850	1016
851	404
851	2031
852	524
852	2511
853	2612
853	2954
854	184
854	1000
855	1867
855	2245
856	2373
856	2799
857	867
857	1446
858	2069
858	2704
859	407
859	1101
860	2002
860	2953
861	1382
861	2740
862	1730
862	2641
863	433
863	1748
864	1899
864	2976
865	1722
865	1816
866	270
866	2593
867	857
867	2207
868	1182
868	1956
869	468
869	2897
870	314
870	1206
871	2159
871	2501
872	295
872	1775
873	159
873	644
874	460
874	1387
875	876
875	1774
876	875
876	2081
877	275
877	1769
878	742
878	2025
879	2200
879	2312
880	562
880	1704
881	956
881	2827
882	1043
882	1252
883	2768
883	2907
884	1220
884	2928
885	1680
885	2157
886	2338
886	2672
887	2267
